case_id,category,question,rank,retrieval_mode,keyword_score,vector_rank,matches_expected_source,expected_sources,source_path,title,section,content_token_count,question_token_overlap,expected_keyword_overlap,response_token_support,expected_keyword_hits,content_excerpt
empresa_donde_se_fabrican,empresa,¿Dónde se fabrican los vehículos eléctricos de Coradir?,4,vector,,5,False,preguntas_frecuentes.general[1] | empresa.plantas_fabricacion,preguntas_frecuentes.general[0],FAQ general - ¿Qué es Coradir Movilidad Eléctrica?,preguntas_frecuentes,26,0.75,0.1667,0.1667,argentina,"Pregunta: ¿Qué es Coradir Movilidad Eléctrica? Respuesta: Coradir Movilidad Eléctrica es una división de CORADIR S.A., empresa argentina líder en innovación tecnológica. Desde 2020, nos dedicamos al desarrollo y fabricación de vehículos eléctricos con tecno..."
empresa_plantas_fabricacion,empresa,¿Qué plantas de fabricación tiene CORADIR?,1,keyword,10,,True,empresa.plantas_fabricacion,empresa.plantas_fabricacion,empresa - plantas fabricacion,empresa,35,0.0,1.0,1.0,2853 | aires | buenos | luis | planta | san | uspallata,"- nombre: Planta San Luis tipo: Casa Matriz ubicacion: Ruta 3 km 0.6 (Sur), San Luis Capital (CP5700) capacidad: 5.000 m² de instalaciones - nombre: Planta Buenos Aires ubicacion: Uspallata 2853, Parque Patricios, CABA (CP1437) capacidad: 2.500 m² cubiertos"
empresa_plantas_fabricacion,empresa,¿Qué plantas de fabricación tiene CORADIR?,2,keyword,6,,False,empresa.plantas_fabricacion,preguntas_frecuentes.general[0],FAQ general - ¿Qué es Coradir Movilidad Eléctrica?,preguntas_frecuentes,26,0.6667,0.0,0.0,,"Pregunta: ¿Qué es Coradir Movilidad Eléctrica? Respuesta: Coradir Movilidad Eléctrica es una división de CORADIR S.A., empresa argentina líder en innovación tecnológica. Desde 2020, nos dedicamos al desarrollo y fabricación de vehículos eléctricos con tecno..."
empresa_plantas_fabricacion,empresa,¿Qué plantas de fabricación tiene CORADIR?,3,vector,,1,False,empresa.plantas_fabricacion,empresa.nombre,empresa - nombre,empresa,2,0.3333,0.0,0.0,,CORADIR S.A.
empresa_plantas_fabricacion,empresa,¿Qué plantas de fabricación tiene CORADIR?,4,vector,,3,False,empresa.plantas_fabricacion,sitios_web.principal,sitios web - principal,sitios_web,2,0.0,0.0,0.0,,https://www.coradir.com.ar/
empresa_plantas_fabricacion,empresa,¿Qué plantas de fabricación tiene CORADIR?,5,vector,,5,False,empresa.plantas_fabricacion,contactos.telefono_general_empresa_coradir,contactos - telefono general empresa coradir,contactos,7,0.3333,0.0,0.0714,,(0266) 4458255 (Telefono de la casa matriz de CORADIR S.A.)
empresa_certificaciones_iso,empresa,¿Qué certificaciones ISO se mencionan en la historia de CORADIR?,1,keyword,7,,False,empresa.historia,aplicaciones_coradir.contactito_plus,aplicaciones coradir - contactito plus,aplicaciones_coradir,59,0.0,0.0,0.2105,,descripcion: Versión premium de CONTACTITO con funcionalidad de geolocalización funcionalidad geolocalizacion: descripcion: Permite verificar el estado de la batería y saber exactamente dónde se encuentra el vehículo en todo momento beneficios: - No preocup...
empresa_certificaciones_iso,empresa,¿Qué certificaciones ISO se mencionan en la historia de CORADIR?,2,keyword,6,,True,empresa.historia,empresa.historia,empresa - historia,empresa,40,0.2,1.0,0.4737,14001 | 9001 | iso,"fundacion: Establecida en San Luis por emprendedores argentinos y respaldada por capitales nacionales hitos: - año: 2004 descripcion: Obtención de la certificación ISO 9001, marcando su compromiso con la calidad - año: 2010 descripcion: Obtención de la cert..."
empresa_certificaciones_iso,empresa,¿Qué certificaciones ISO se mencionan en la historia de CORADIR?,3,vector,,1,False,empresa.historia,empresa.nombre,empresa - nombre,empresa,2,0.2,0.0,0.0526,,CORADIR S.A.
empresa_certificaciones_iso,empresa,¿Qué certificaciones ISO se mencionan en la historia de CORADIR?,4,vector,,3,False,empresa.historia,sitios_web.principal,sitios web - principal,sitios_web,2,0.0,0.0,0.0,,https://www.coradir.com.ar/
empresa_certificaciones_iso,empresa,¿Qué certificaciones ISO se mencionan en la historia de CORADIR?,5,vector,,5,False,empresa.historia,contactos.telefono_general_empresa_coradir,contactos - telefono general empresa coradir,contactos,7,0.2,0.0,0.0526,,(0266) 4458255 (Telefono de la casa matriz de CORADIR S.A.)
empresa_valores,empresa,¿Qué valores destaca CORADIR para sus vehículos eléctricos?,1,keyword,15,,False,empresa.valores,preguntas_frecuentes.general[1],FAQ general - ¿Dónde se fabrican los vehículos eléctricos de Coradir?,preguntas_frecuentes,23,0.6,0.0,0.5455,,"Pregunta: ¿Dónde se fabrican los vehículos eléctricos de Coradir? Respuesta: Nuestros vehículos se fabrican en Argentina, principalmente en nuestra planta de San Luis ubicada en Ruta 3 km 0.6 (Sur), San Luis Capital."
empresa_valores,empresa,¿Qué valores destaca CORADIR para sus vehículos eléctricos?,2,keyword,15,,False,empresa.valores,preguntas_frecuentes.vehiculos[0],FAQ vehiculos - ¿Cuál es la autonomía de los vehículos eléctricos de Coradir?,preguntas_frecuentes,22,0.6,0.0,0.1515,,"Pregunta: ¿Cuál es la autonomía de los vehículos eléctricos de Coradir? Respuesta: Dependiendo del modelo, ofrecemos versiones con autonomía de 70 km hasta 300 km. La autonomía varía según el modelo y tipo de batería."
empresa_valores,empresa,¿Qué valores destaca CORADIR para sus vehículos eléctricos?,3,vector,,1,False,empresa.valores,site_navigation.main_menu,site navigation - main menu,site_navigation,82,0.6,0.0,0.1212,,"- seccion vehiculos: Catálogo completo de vehículos eléctricos de CORADIR, incluyendo modelos como TITO, TITA, TITA CUADRILLA, BARRE-TITA y CHIKI con sus especificaciones técnicas y variantes disponibles - seccion entrega inmediata: Información sobre vehícu..."
empresa_valores,empresa,¿Qué valores destaca CORADIR para sus vehículos eléctricos?,4,vector,,5,False,empresa.valores,sitios_web.energias_renovables,sitios web - energias renovables,sitios_web,2,0.0,0.0,0.0,,https://energia.coradir.com.ar/
movilidad_beneficios_generales,movilidad,¿Qué beneficios generales tiene la movilidad eléctrica de Coradir?,1,keyword,20,,True,movilidad_electrica.beneficios_generales,movilidad_electrica.beneficios_generales,movilidad electrica - beneficios generales,movilidad_electrica,28,0.2,1.0,0.6087,220v | emisiones | silencioso | sin,- Rendimiento: Propulsor eléctrico de alta eficiencia - Carga Fácil: Directo a conector de 220v domiciliario - Silencioso: Libre de ruido y vibración - Ecológico: Sin emisiones de CO2 ni gases de efecto invernadero - Económico: Relación 10 a 1 en gastos de...
movilidad_beneficios_generales,movilidad,¿Qué beneficios generales tiene la movilidad eléctrica de Coradir?,2,keyword,15,,False,movilidad_electrica.beneficios_generales,preguntas_frecuentes.general[0],FAQ general - ¿Qué es Coradir Movilidad Eléctrica?,preguntas_frecuentes,26,0.6,0.0,0.413,,"Pregunta: ¿Qué es Coradir Movilidad Eléctrica? Respuesta: Coradir Movilidad Eléctrica es una división de CORADIR S.A., empresa argentina líder en innovación tecnológica. Desde 2020, nos dedicamos al desarrollo y fabricación de vehículos eléctricos con tecno..."
movilidad_beneficios_generales,movilidad,¿Qué beneficios generales tiene la movilidad eléctrica de Coradir?,3,vector,,3,False,movilidad_electrica.beneficios_generales,sitios_web.energias_renovables,sitios web - energias renovables,sitios_web,2,0.0,0.0,0.0,,https://energia.coradir.com.ar/
movilidad_beneficios_generales,movilidad,¿Qué beneficios generales tiene la movilidad eléctrica de Coradir?,4,vector,,5,False,movilidad_electrica.beneficios_generales,preguntas_frecuentes.ambiental[0],FAQ ambiental - ¿Cuál es el impacto ambiental de los vehículos eléctricos Coradir?,preguntas_frecuentes,24,0.2,0.25,0.1957,emisiones,"Pregunta: ¿Cuál es el impacto ambiental de los vehículos eléctricos Coradir? Respuesta: Nuestros vehículos no generan emisiones de CO2 ni gases de efecto invernadero durante su uso. Además, son silenciosos, reduciendo la contaminación sonora en las ciudades."
movilidad_relacion_gastos,movilidad,¿Qué relación de gastos de movilidad menciona Coradir?,1,keyword,10,,False,movilidad_electrica.beneficios_generales,preguntas_frecuentes.general[0],FAQ general - ¿Qué es Coradir Movilidad Eléctrica?,preguntas_frecuentes,26,0.4,0.5,0.7692,movilidad,"Pregunta: ¿Qué es Coradir Movilidad Eléctrica? Respuesta: Coradir Movilidad Eléctrica es una división de CORADIR S.A., empresa argentina líder en innovación tecnológica. Desde 2020, nos dedicamos al desarrollo y fabricación de vehículos eléctricos con tecno..."
movilidad_relacion_gastos,movilidad,¿Qué relación de gastos de movilidad menciona Coradir?,2,keyword,7,,True,movilidad_electrica.beneficios_generales,movilidad_electrica.beneficios_generales,movilidad electrica - beneficios generales,movilidad_electrica,28,0.6,1.0,0.1923,10 | movilidad,- Rendimiento: Propulsor eléctrico de alta eficiencia - Carga Fácil: Directo a conector de 220v domiciliario - Silencioso: Libre de ruido y vibración - Ecológico: Sin emisiones de CO2 ni gases de efecto invernadero - Económico: Relación 10 a 1 en gastos de...
movilidad_relacion_gastos,movilidad,¿Qué relación de gastos de movilidad menciona Coradir?,3,vector,,1,False,movilidad_electrica.beneficios_generales,sitios_web.movilidad_electrica,sitios web - movilidad electrica,sitios_web,2,0.0,0.0,0.0,,https://movilidad.coradir.com.ar/
movilidad_relacion_gastos,movilidad,¿Qué relación de gastos de movilidad menciona Coradir?,4,vector,,3,False,movilidad_electrica.beneficios_generales,sitios_web.principal,sitios web - principal,sitios_web,2,0.0,0.0,0.0,,https://www.coradir.com.ar/
movilidad_relacion_gastos,movilidad,¿Qué relación de gastos de movilidad menciona Coradir?,5,vector,,5,False,movilidad_electrica.beneficios_generales,contactos.email_movilidad_ventas,contactos - email movilidad ventas,contactos,2,0.0,0.0,0.0769,,autos@coradir.com.ar
app_contactito_funciones,app,¿Para qué sirve la app CONTACTITO?,1,keyword,10,,True,aplicaciones_coradir.contactito_app,aplicaciones_coradir.contactito_app,aplicaciones coradir - contactito app,aplicaciones_coradir,67,0.6667,1.0,1.0,10 | 100 | bateria,descripcion: CONTACTITO es una app de notificaciones que te ayuda a mantenerte informado sobre cualquier actualización de tu TITO. funcion principal: Advertir el estado de la batería del vehículo funcionalidades: - Supervisar el nivel de carga mientras el T...
app_contactito_funciones,app,¿Para qué sirve la app CONTACTITO?,2,keyword,5,,False,aplicaciones_coradir.contactito_app,aplicaciones_coradir.contactito_plus,aplicaciones coradir - contactito plus,aplicaciones_coradir,59,0.3333,0.3333,0.122,bateria,descripcion: Versión premium de CONTACTITO con funcionalidad de geolocalización funcionalidad geolocalizacion: descripcion: Permite verificar el estado de la batería y saber exactamente dónde se encuentra el vehículo en todo momento beneficios: - No preocup...
app_contactito_funciones,app,¿Para qué sirve la app CONTACTITO?,3,vector,,5,False,aplicaciones_coradir.contactito_app,contactos.telefono_movilidad_posventa,contactos - telefono movilidad posventa,contactos,11,0.0,0.0,0.0,,(0266) 5264805 (Se usa para llamar al área posventa y también se usa para servicio técnico y reclamos)
app_contactito_plus,app,¿Qué agrega CONTACTITO Plus?,1,keyword,11,,True,aplicaciones_coradir.contactito_plus,aplicaciones_coradir.contactito_plus,aplicaciones coradir - contactito plus,aplicaciones_coradir,59,0.3333,1.0,1.0,geolocalizacion | historial | ubicacion,descripcion: Versión premium de CONTACTITO con funcionalidad de geolocalización funcionalidad geolocalizacion: descripcion: Permite verificar el estado de la batería y saber exactamente dónde se encuentra el vehículo en todo momento beneficios: - No preocup...
app_contactito_plus,app,¿Qué agrega CONTACTITO Plus?,2,keyword,5,,False,aplicaciones_coradir.contactito_plus,aplicaciones_coradir.contactito_app,aplicaciones coradir - contactito app,aplicaciones_coradir,67,0.3333,0.0,0.1154,,descripcion: CONTACTITO es una app de notificaciones que te ayuda a mantenerte informado sobre cualquier actualización de tu TITO. funcion principal: Advertir el estado de la batería del vehículo funcionalidades: - Supervisar el nivel de carga mientras el T...
app_contactito_plus,app,¿Qué agrega CONTACTITO Plus?,3,vector,,5,False,aplicaciones_coradir.contactito_plus,vehiculos_detalles.ACLARACION_IMPORTANTE,Ficha tecnica ACLARACION_IMPORTANTE,vehiculos_detalles,40,0.0,0.0,0.0192,,"nota discrepancia web: IMPORTANTE: La información de este chatbot está más actualizada que la página web. Si encontrás diferencias entre lo que te digo y lo que ves en la web, la información correcta es la que te proporciono aquí. La página web se está actu..."
web_reservas,sitios_web,¿Cuál es la URL para iniciar la reserva de un vehículo?,1,keyword,8,,True,sitios_web.movilidad_electrica_reservas,sitios_web.movilidad_electrica_reservas,sitios web - movilidad electrica reservas,sitios_web,8,1.0,1.0,0.381,movilidad.coradir.com.ar | reservas,Esta URL permite iniciar la reserva de un vehiculo https://movilidad.coradir.com.ar/reservas/
web_reservas,sitios_web,¿Cuál es la URL para iniciar la reserva de un vehículo?,2,keyword,5,,False,sitios_web.movilidad_electrica_reservas,preguntas_frecuentes.general[1],FAQ general - ¿Dónde se fabrican los vehículos eléctricos de Coradir?,preguntas_frecuentes,23,0.0,0.0,0.0,,"Pregunta: ¿Dónde se fabrican los vehículos eléctricos de Coradir? Respuesta: Nuestros vehículos se fabrican en Argentina, principalmente en nuestra planta de San Luis ubicada en Ruta 3 km 0.6 (Sur), San Luis Capital."
web_reservas,sitios_web,¿Cuál es la URL para iniciar la reserva de un vehículo?,3,vector,,3,False,sitios_web.movilidad_electrica_reservas,preguntas_frecuentes.mantenimiento[1],FAQ mantenimiento - ¿Dónde puedo realizar el servicio técnico de mi vehículo o efectuar un reclamo?,preguntas_frecuentes,23,0.25,0.0,0.0476,,"Pregunta: ¿Dónde puedo realizar el servicio técnico de mi vehículo o efectuar un reclamo? Respuesta: Contamos con una amplia red de servicio técnico en todo el país. Para más información, puede contactar al (0266) 5264805"
web_reservas,sitios_web,¿Cuál es la URL para iniciar la reserva de un vehículo?,4,vector,,5,False,sitios_web.movilidad_electrica_reservas,preguntas_frecuentes.adquisicion[0],FAQ adquisicion - ¿Dónde puedo comprar un vehículo eléctrico Coradir?,preguntas_frecuentes,21,0.25,0.0,0.0952,,Pregunta: ¿Dónde puedo comprar un vehículo eléctrico Coradir? Respuesta: Puede adquirirlos en nuestras agencias oficiales distribuidas por todo el país. Consulte la lista completa en nuestro sitio web.
modelos_discontinuados,vehiculos,¿Qué pasó con los modelos de 100 km y el CHIKI-G?,1,keyword,6,,False,vehiculos_detalles.ACLARACION_IMPORTANTE | todos_los_vehiculos_disponibles.NOTAS_IMPORTANTES,todos_los_vehiculos_disponibles.CHIKI,Disponibilidad CHIKI,disponibilidad_vehiculos,9,0.4,0.3333,0.1667,chiki,modelos disponibles: - CHIKI-L (110KM) LITIO disponibilidad: ENTREGA A 60 DÍAS
modelos_discontinuados,vehiculos,¿Qué pasó con los modelos de 100 km y el CHIKI-G?,2,keyword,6,,False,vehiculos_detalles.ACLARACION_IMPORTANTE | todos_los_vehiculos_disponibles.NOTAS_IMPORTANTES,vehiculos_detalles.CHIKI,Ficha tecnica CHIKI,vehiculos_detalles,119,0.4,0.3333,0.1667,chiki,"modelo disponible: nombre: CHIKI-L (110KM) LITIO descripcion: Versión con batería de litio del CHIKI, ofreciendo mayor autonomía y ciclos de vida, ideal para desplazamientos urbanos. NOTA: CHIKI-G ha sido discontinuado. parametros basicos: puertas: 2 bateri..."
modelos_discontinuados,vehiculos,¿Qué pasó con los modelos de 100 km y el CHIKI-G?,3,vector,,1,True,vehiculos_detalles.ACLARACION_IMPORTANTE | todos_los_vehiculos_disponibles.NOTAS_IMPORTANTES,todos_los_vehiculos_disponibles.NOTAS_IMPORTANTES,Disponibilidad NOTAS_IMPORTANTES,disponibilidad_vehiculos,47,0.8,0.6667,0.9167,chiki | discontinuados,modelos discontinuados: - TITO S2 100 (sin AA) - TITO S2 100 AA - TITO S5 100 (sin AA) - TITO S5 100 AA - TITA 4P 100 (sin AA) - TITA 4P 100 AA - CHIKI G politica actual: La empresa se centra únicamente en vehículos con autonomía de 300 km (excepto CHIKI-L...
modelos_discontinuados,vehiculos,¿Qué pasó con los modelos de 100 km y el CHIKI-G?,4,vector,,3,True,vehiculos_detalles.ACLARACION_IMPORTANTE | todos_los_vehiculos_disponibles.NOTAS_IMPORTANTES,vehiculos_detalles.ACLARACION_IMPORTANTE,Ficha tecnica ACLARACION_IMPORTANTE,vehiculos_detalles,40,0.4,1.0,0.3333,100km | chiki | discontinuados,"nota discrepancia web: IMPORTANTE: La información de este chatbot está más actualizada que la página web. Si encontrás diferencias entre lo que te digo y lo que ves en la web, la información correcta es la que te proporciono aquí. La página web se está actu..."
tito_s2_modelos_disponibles,vehiculos,¿Qué versiones están disponibles del TITO S2?,1,keyword,12,,True,todos_los_vehiculos_disponibles.TITO S2 | vehiculos_detalles.TITO,vehiculos_detalles.TITO.modelos_disponibles[0],Modelo TITO S2-300,vehiculos_detalles,138,0.8,1.0,1.0,300 | aa | s2 | tito,"nombre: TITO S2-300 descripcion: Un hito en nuestra historia. Este vehículo 100% eléctrico se diseñó pensando en las necesidades de las ciudades argentinas. Con cuatro plazas y amplio espacio de carga, se convirtió en una alternativa atractiva para familias..."
tito_s2_modelos_disponibles,vehiculos,¿Qué versiones están disponibles del TITO S2?,2,keyword,11,,True,todos_los_vehiculos_disponibles.TITO S2 | vehiculos_detalles.TITO,todos_los_vehiculos_disponibles.TITO S2,Disponibilidad TITO S2,disponibilidad_vehiculos,13,0.6,1.0,0.7143,300 | aa | s2 | tito,modelos disponibles: - TITO S2-300 - TITO S2-300 AA disponibilidad: Inmediata - Unidades limitadas
tito_s2_modelos_disponibles,vehiculos,¿Qué versiones están disponibles del TITO S2?,3,vector,,3,False,todos_los_vehiculos_disponibles.TITO S2 | vehiculos_detalles.TITO,Precios_Vehiculos_Actualizados.TITO S2,Precios TITO S2,precios,21,0.4,1.0,0.5714,300 | aa | s2 | tito,"TITO S2-300: precio: USD 15.972,50 disponibilidad: Inmediata - Unidades limitadas TITO S2-300 AA: precio: USD 16.722,50 disponibilidad: Inmediata - Unidades limitadas"
tito_s2_modelos_disponibles,vehiculos,¿Qué versiones están disponibles del TITO S2?,4,vector,,5,False,todos_los_vehiculos_disponibles.TITO S2 | vehiculos_detalles.TITO,todos_los_vehiculos_disponibles.TITA S2,Disponibilidad TITA S2,disponibilidad_vehiculos,12,0.4,0.75,0.5714,300 | aa | s2,modelos disponibles: - TITA S2-300 - TITA S2-300 AA disponibilidad: ENTREGA INMEDIATA
tito_s5_modelos_disponibles,vehiculos,¿Qué versiones están disponibles del TITO S5?,1,keyword,12,,True,todos_los_vehiculos_disponibles.TITO S5 | vehiculos_detalles.TITO,vehiculos_detalles.TITO.modelos_disponibles[1],Modelo TITO S5-300,vehiculos_detalles,131,0.8,1.0,1.0,300 | aa | s5 | tito,"nombre: TITO S5-300 descripcion: Evolución del TITO S2 con avanzada tecnología y características innovadoras, demostrando el compromiso con la evolución constante. Ahora disponible únicamente en versión 300km. versiones disponibles: TITO S5-300: autonomía:..."
tito_s5_modelos_disponibles,vehiculos,¿Qué versiones están disponibles del TITO S5?,2,keyword,11,,True,todos_los_vehiculos_disponibles.TITO S5 | vehiculos_detalles.TITO,todos_los_vehiculos_disponibles.TITO S5,Disponibilidad TITO S5,disponibilidad_vehiculos,13,0.6,1.0,0.7143,300 | aa | s5 | tito,modelos disponibles: - TITO S5-300 - TITO S5-300 AA disponibilidad: Inmediata - Unidades limitadas
tito_s5_modelos_disponibles,vehiculos,¿Qué versiones están disponibles del TITO S5?,3,vector,,3,False,todos_los_vehiculos_disponibles.TITO S5 | vehiculos_detalles.TITO,Precios_Vehiculos_Actualizados.TITO S5,Precios TITO S5,precios,21,0.4,1.0,0.5714,300 | aa | s5 | tito,"TITO S5-300: precio: USD 16.981,25 disponibilidad: Inmediata - Unidades limitadas TITO S5-300 AA: precio: USD 17.731,25 disponibilidad: Inmediata - Unidades limitadas"
tito_s2_300_precio,precios,¿Cuál es el precio del TITO S2-300?,1,keyword,20,,True,Precios_Vehiculos_Actualizados.TITO S2.TITO S2-300,Precios_Vehiculos_Actualizados.TITO S2.TITO S2-300,Precio TITO S2-300,precios,7,0.25,1.0,0.4286,15.972.50 | usd,"precio: USD 15.972,50 disponibilidad: Inmediata - Unidades limitadas"
tito_s2_300_precio,precios,¿Cuál es el precio del TITO S2-300?,2,keyword,20,,True,Precios_Vehiculos_Actualizados.TITO S2.TITO S2-300,Precios_Vehiculos_Actualizados.TITO S2.TITO S2-300 AA,Precio TITO S2-300 AA,precios,7,0.25,0.5,0.4286,usd,"precio: USD 16.722,50 disponibilidad: Inmediata - Unidades limitadas"
tito_s2_300_precio,precios,¿Cuál es el precio del TITO S2-300?,3,vector,,1,True,Precios_Vehiculos_Actualizados.TITO S2.TITO S2-300,Precios_Vehiculos_Actualizados.TITO S2,Precios TITO S2,precios,21,1.0,1.0,1.0,15.972.50 | usd,"TITO S2-300: precio: USD 15.972,50 disponibilidad: Inmediata - Unidades limitadas TITO S2-300 AA: precio: USD 16.722,50 disponibilidad: Inmediata - Unidades limitadas"
tito_s2_300_precio,precios,¿Cuál es el precio del TITO S2-300?,4,vector,,3,False,Precios_Vehiculos_Actualizados.TITO S2.TITO S2-300,todos_los_vehiculos_disponibles.TITO S2,Disponibilidad TITO S2,disponibilidad_vehiculos,13,0.75,0.0,0.4286,,modelos disponibles: - TITO S2-300 - TITO S2-300 AA disponibilidad: Inmediata - Unidades limitadas
tito_s2_300_precio,precios,¿Cuál es el precio del TITO S2-300?,5,vector,,5,False,Precios_Vehiculos_Actualizados.TITO S2.TITO S2-300,Precios_Vehiculos_Actualizados.TITO S5,Precios TITO S5,precios,21,0.75,0.5,0.5714,usd,"TITO S5-300: precio: USD 16.981,25 disponibilidad: Inmediata - Unidades limitadas TITO S5-300 AA: precio: USD 17.731,25 disponibilidad: Inmediata - Unidades limitadas"
tito_s2_300_aa_precio,precios,¿Cuál es el precio del TITO S2-300 AA?,1,keyword,20,,True,Precios_Vehiculos_Actualizados.TITO S2.TITO S2-300 AA,Precios_Vehiculos_Actualizados.TITO S2.TITO S2-300,Precio TITO S2-300,precios,7,0.2,0.5,0.75,usd,"precio: USD 15.972,50 disponibilidad: Inmediata - Unidades limitadas"
tito_s2_300_aa_precio,precios,¿Cuál es el precio del TITO S2-300 AA?,2,keyword,20,,True,Precios_Vehiculos_Actualizados.TITO S2.TITO S2-300 AA,Precios_Vehiculos_Actualizados.TITO S2.TITO S2-300 AA,Precio TITO S2-300 AA,precios,7,0.2,1.0,0.75,16.722.50 | usd,"precio: USD 16.722,50 disponibilidad: Inmediata - Unidades limitadas"
tito_s2_300_aa_precio,precios,¿Cuál es el precio del TITO S2-300 AA?,3,vector,,1,True,Precios_Vehiculos_Actualizados.TITO S2.TITO S2-300 AA,Precios_Vehiculos_Actualizados.TITO S2,Precios TITO S2,precios,21,1.0,1.0,1.0,16.722.50 | usd,"TITO S2-300: precio: USD 15.972,50 disponibilidad: Inmediata - Unidades limitadas TITO S2-300 AA: precio: USD 16.722,50 disponibilidad: Inmediata - Unidades limitadas"
tito_s2_300_aa_precio,precios,¿Cuál es el precio del TITO S2-300 AA?,4,vector,,3,False,Precios_Vehiculos_Actualizados.TITO S2.TITO S2-300 AA,todos_los_vehiculos_disponibles.TITO S2,Disponibilidad TITO S2,disponibilidad_vehiculos,13,0.8,0.0,0.0,,modelos disponibles: - TITO S2-300 - TITO S2-300 AA disponibilidad: Inmediata - Unidades limitadas
tito_s2_300_aa_precio,precios,¿Cuál es el precio del TITO S2-300 AA?,5,vector,,5,False,Precios_Vehiculos_Actualizados.TITO S2.TITO S2-300 AA,Precios_Vehiculos_Actualizados.TITO S5,Precios TITO S5,precios,21,0.8,0.5,0.5,usd,"TITO S5-300: precio: USD 16.981,25 disponibilidad: Inmediata - Unidades limitadas TITO S5-300 AA: precio: USD 17.731,25 disponibilidad: Inmediata - Unidades limitadas"
tito_s5_300_precio,precios,¿Cuál es el precio del TITO S5-300 sin aire acondicionado?,1,keyword,20,,True,Precios_Vehiculos_Actualizados.TITO S5.TITO S5-300,Precios_Vehiculos_Actualizados.TITO S5.TITO S5-300,Precio TITO S5-300,precios,7,0.1429,1.0,0.4286,16.981.25 | usd,"precio: USD 16.981,25 disponibilidad: Inmediata - Unidades limitadas"
tito_s5_300_precio,precios,¿Cuál es el precio del TITO S5-300 sin aire acondicionado?,2,keyword,20,,True,Precios_Vehiculos_Actualizados.TITO S5.TITO S5-300,Precios_Vehiculos_Actualizados.TITO S5.TITO S5-300 AA,Precio TITO S5-300 AA,precios,7,0.1429,0.5,0.4286,usd,"precio: USD 17.731,25 disponibilidad: Inmediata - Unidades limitadas"
tito_s5_300_precio,precios,¿Cuál es el precio del TITO S5-300 sin aire acondicionado?,3,vector,,1,True,Precios_Vehiculos_Actualizados.TITO S5.TITO S5-300,Precios_Vehiculos_Actualizados.TITO S5,Precios TITO S5,precios,21,0.5714,1.0,1.0,16.981.25 | usd,"TITO S5-300: precio: USD 16.981,25 disponibilidad: Inmediata - Unidades limitadas TITO S5-300 AA: precio: USD 17.731,25 disponibilidad: Inmediata - Unidades limitadas"
tito_s5_300_precio,precios,¿Cuál es el precio del TITO S5-300 sin aire acondicionado?,4,vector,,3,False,Precios_Vehiculos_Actualizados.TITO S5.TITO S5-300,todos_los_vehiculos_disponibles.TITO S5,Disponibilidad TITO S5,disponibilidad_vehiculos,13,0.4286,0.0,0.4286,,modelos disponibles: - TITO S5-300 - TITO S5-300 AA disponibilidad: Inmediata - Unidades limitadas
tito_s5_300_precio,precios,¿Cuál es el precio del TITO S5-300 sin aire acondicionado?,5,vector,,5,False,Precios_Vehiculos_Actualizados.TITO S5.TITO S5-300,vehiculos_detalles.TITO.modelos_disponibles[1],Modelo TITO S5-300,vehiculos_detalles,131,0.7143,0.0,0.4286,,"nombre: TITO S5-300 descripcion: Evolución del TITO S2 con avanzada tecnología y características innovadoras, demostrando el compromiso con la evolución constante. Ahora disponible únicamente en versión 300km. versiones disponibles: TITO S5-300: autonomía:..."
tito_capacidad_autonomia,vehiculos,¿Cuántas personas lleva un TITO y qué autonomía tienen las versiones actuales?,1,keyword,8,,True,vehiculos_detalles.TITO,vehiculos_detalles.TITO,Ficha tecnica TITO,vehiculos_detalles,322,0.5714,1.0,1.0,300 | km | personas,"modelos disponibles: - nombre: TITO S2-300 descripcion: Un hito en nuestra historia. Este vehículo 100% eléctrico se diseñó pensando en las necesidades de las ciudades argentinas. Con cuatro plazas y amplio espacio de carga, se convirtió en una alternativa..."
tito_capacidad_autonomia,vehiculos,¿Cuántas personas lleva un TITO y qué autonomía tienen las versiones actuales?,2,keyword,8,,True,vehiculos_detalles.TITO,vehiculos_detalles.TITO.modelos_disponibles[0],Modelo TITO S2-300,vehiculos_detalles,138,0.5714,1.0,0.8889,300 | km | personas,"nombre: TITO S2-300 descripcion: Un hito en nuestra historia. Este vehículo 100% eléctrico se diseñó pensando en las necesidades de las ciudades argentinas. Con cuatro plazas y amplio espacio de carga, se convirtió en una alternativa atractiva para familias..."
tito_capacidad_autonomia,vehiculos,¿Cuántas personas lleva un TITO y qué autonomía tienen las versiones actuales?,3,vector,,1,False,vehiculos_detalles.TITO,todos_los_vehiculos_disponibles.NOTAS_IMPORTANTES,Disponibilidad NOTAS_IMPORTANTES,disponibilidad_vehiculos,47,0.2857,0.6667,0.6667,300 | km,modelos discontinuados: - TITO S2 100 (sin AA) - TITO S2 100 AA - TITO S5 100 (sin AA) - TITO S5 100 AA - TITA 4P 100 (sin AA) - TITA 4P 100 AA - CHIKI G politica actual: La empresa se centra únicamente en vehículos con autonomía de 300 km (excepto CHIKI-L...
