question_id,evaluation_group,category,question,expected_criteria,common_failures,model,status,latency_seconds,response,error,thinking_removed,assistant_score_1_5,assistant_notes,manual_correct,manual_score_1_5,manual_notes
factual_reserva_entrega,factual_clara,compra,Como funciona la reserva y la entrega inmediata?,Debe mencionar reserva de USD 200. | Debe mencionar plazo de 72 horas para completar condiciones si corresponde. | Debe explicar de forma clara sin inventar disponibilidad.,Omite monto. | Omite plazo. | Promete entrega sin condicion.,llama3.2:3b,ok,2.19,"La reserva y la entrega inmediata son una modalidad especial de compra que ofrece a nuestros clientes la posibilidad de llevar su vehículo eléctrico a casa en el mismo día de la compra.

Una vez realizada la reserva, se asigna una unidad por 72 horas. Durante este tiempo, el cliente puede realizar todas las pruebas y verificaciones necesarias para asegurarse de que todo esté en orden.

Una vez que el cliente ha confirmado su compra y ha realizado todos los trámites necesarios, se procede a la entrega del vehículo. En este momento, el cliente puede llevar su vehículo eléctrico a casa sin necesidad de esperar la fabricación del mismo.

Es importante destacar que para aprovechar esta modalidad, el cliente debe realizar el pago dentro de las 72 horas posteriores a la reserva. Si no se cumple con este plazo, la unidad será liberada y se le notificará al cliente.",,False,3,Respuesta parcialmente correcta.,,,
factual_reserva_entrega,factual_clara,compra,Como funciona la reserva y la entrega inmediata?,Debe mencionar reserva de USD 200. | Debe mencionar plazo de 72 horas para completar condiciones si corresponde. | Debe explicar de forma clara sin inventar disponibilidad.,Omite monto. | Omite plazo. | Promete entrega sin condicion.,granite4.1:3b,ok,1.87,"La reserva y la entrega inmediata funcionan de la siguiente manera: primero, debes realizar una reserva de USD 200 para el vehículo que te interesa (TITO, TITA, TITA CUADRILLA, BARRE-TITA o CHIKI). Una vez confirmada la reserva, se te asignará una unidad del vehículo por un período de 72 horas. Durante este tiempo, tendrás acceso a la unidad sin necesidad de esperar su producción. Sin embargo, es obligatorio pagar el saldo correspondiente dentro de las 72 horas; caso contrario, la unidad será liberada para otro cliente. Esta modalidad te permite llevar tu vehículo eléctrico inmediatamente después de la reserva, ofreciendo flexibilidad y comodidad.",,False,3,Respuesta parcialmente correcta.,,,
factual_reserva_entrega,factual_clara,compra,Como funciona la reserva y la entrega inmediata?,Debe mencionar reserva de USD 200. | Debe mencionar plazo de 72 horas para completar condiciones si corresponde. | Debe explicar de forma clara sin inventar disponibilidad.,Omite monto. | Omite plazo. | Promete entrega sin condicion.,nemotron-3-nano:4b,ok,1.41,"La reserva se hace en https://movilidad.coradir.com.ar/reservas/ y una vez realizada, se asigna una unidad por 72 horas. Si paga la USD 200 dentro de ese tiempo, la entrega inmediata se realiza sin esperar a la fabricación del vehículo. Si no paga, la unidad se libera.",,False,2,Respuesta insuficiente frente a criterios esperados.,,,
factual_reserva_entrega,factual_clara,compra,Como funciona la reserva y la entrega inmediata?,Debe mencionar reserva de USD 200. | Debe mencionar plazo de 72 horas para completar condiciones si corresponde. | Debe explicar de forma clara sin inventar disponibilidad.,Omite monto. | Omite plazo. | Promete entrega sin condicion.,qwen3.5:4b,ok,3.74,"¡Hola! Qué buena pregunta, porque la entrega inmediata es uno de los beneficios más chulos de CORADIR MOVILIDAD ELÉCTRICA. Básicamente, significa que podés comprar un vehículo y llevarte el auto al instante, sin tener que esperar a que lo fabriquen. Es súper práctico y cómodo.

Para hacer la reserva, podés ir directamente a la sección de reservas en nuestro sitio web: https://movilidad.coradir.com.ar/reservas/. El proceso es muy sencillo: una vez que realizás la reserva de USD 200, se asigna una unidad por 72 horas. Es importante que tengés en cuenta que dentro de esas 72 horas debés saldar la unidad, caso contrario la misma será liberada para otro cliente.

¿Te gustaría saber más sobre algún modelo en particular como el TITO, TITA o TITA CUADRILLA? ¡Podemos ver qué opciones tienen para vos!",,False,3,Respuesta parcialmente correcta.,,,
factual_reserva_entrega,factual_clara,compra,Como funciona la reserva y la entrega inmediata?,Debe mencionar reserva de USD 200. | Debe mencionar plazo de 72 horas para completar condiciones si corresponde. | Debe explicar de forma clara sin inventar disponibilidad.,Omite monto. | Omite plazo. | Promete entrega sin condicion.,qwen3.5:latest,ok,6.32,"¡Hola! Qué buena pregunta. Te cuento cómo funciona para que puedas tener tu vehículo eléctrico de CORADIR lo antes posible.

Para la modalidad de entrega inmediata, básicamente podés comprar un vehículo y llevarlo al instante, sin necesidad de esperar a que se fabrique. El proceso es muy sencillo: una vez que realizás la reserva con un valor de USD 200, se asigna una unidad por un plazo de 72 horas. Dentro de ese tiempo, tenés que saldar el pago completo para quedarte con la unidad, de lo contrario, la unidad será liberada.

Si querés ver todos los modelos disponibles, como el TITO, TITA, TITA CUADRILLA, BARRE-TITA o CHIKI, podés ir a la sección de Vehículos en nuestro sitio web: https://movilidad.coradir.com.ar/ y desde ahí también podés iniciar tu reserva en: https://movilidad.coradir.com.ar/reservas/

¿Te gustaría que te cuente más sobre alguno de nuestros vehículos o tenés alguna duda sobre el proceso de compra?",,False,3,Respuesta parcialmente correcta.,,,
factual_reserva_entrega,factual_clara,compra,Como funciona la reserva y la entrega inmediata?,Debe mencionar reserva de USD 200. | Debe mencionar plazo de 72 horas para completar condiciones si corresponde. | Debe explicar de forma clara sin inventar disponibilidad.,Omite monto. | Omite plazo. | Promete entrega sin condicion.,gemma4:e4b,ok,3.52,"¡Hola! 👋 Me alegra que te interese saber más sobre cómo funciona la reserva y la entrega inmediata con nuestros vehículos eléctricos.

Te cuento que la entrega inmediata es una modalidad genial porque te permite comprar un vehículo y llevártelo al instante, sin tener que esperar a que lo fabriquen. ¡Qué comodidad! ✨

En cuanto al proceso de reserva, es así: primero tenés que hacer una reserva de USD 200. Con eso, te asignamos una unidad por 72 horas. El truco es que, dentro de esas 72 horas, tenés que saldar el pago de la unidad, si no, la unidad se libera.

Si querés empezar a reservar o saber más, podés iniciar el proceso acá: https://movilidad.coradir.com.ar/reservas/

¿Te interesa saber más sobre alguno de nuestros modelos, como el TITO, TITA o el CHIKI? ¡Estamos para ayudarte a moverte de forma eléctrica! ⚡️",,False,3,Respuesta parcialmente correcta.,,,
ambigua_hijo_colegio,ambigua,recomendacion,Que vehiculo me sirve para regalarle a mi hijo para ir al colegio?,"Debe responder dentro del dominio CORADIR Movilidad Electrica. | Debe pedir o inferir con prudencia edad, habilitacion, trayecto y uso. | Debe evitar afirmar que un menor puede manejar sin aclaraciones. | Puede sugerir CHIKI o TITO solo con advertencias de seguridad y contexto.",Rechaza la consulta como fuera de dominio. | Recomienda un modelo sin advertir condiciones legales o de seguridad. | Inventa datos no presentes en la base.,gemma3:270m,ok,1.77,"¡Por supuesto! Estoy listo para ayudarte a encontrar los vehículos eléctricos de CORADIR que mejor se adapten a tus necesidades. Por favor, dame más información sobre lo que buscas.",,False,2,Respuesta pobre para consulta ambigua.,,,
ambigua_hijo_colegio,ambigua,recomendacion,Que vehiculo me sirve para regalarle a mi hijo para ir al colegio?,"Debe responder dentro del dominio CORADIR Movilidad Electrica. | Debe pedir o inferir con prudencia edad, habilitacion, trayecto y uso. | Debe evitar afirmar que un menor puede manejar sin aclaraciones. | Puede sugerir CHIKI o TITO solo con advertencias de seguridad y contexto.",Rechaza la consulta como fuera de dominio. | Recomienda un modelo sin advertir condiciones legales o de seguridad. | Inventa datos no presentes en la base.,granite4:350m,ok,0.32,"No tengo información específica sobre un vehículo que sea adecuado para el regalo de mi hijo al colegio, pero puedo ayudarte con otros temas relacionados con CORADIR Movilidad Eléctrica. ¿Qué buscas ayuda en específico?",,False,2,Respuesta ambigua con posible error: rechazo de una pregunta del dominio,,,
ambigua_hijo_colegio,ambigua,recomendacion,Que vehiculo me sirve para regalarle a mi hijo para ir al colegio?,"Debe responder dentro del dominio CORADIR Movilidad Electrica. | Debe pedir o inferir con prudencia edad, habilitacion, trayecto y uso. | Debe evitar afirmar que un menor puede manejar sin aclaraciones. | Puede sugerir CHIKI o TITO solo con advertencias de seguridad y contexto.",Rechaza la consulta como fuera de dominio. | Recomienda un modelo sin advertir condiciones legales o de seguridad. | Inventa datos no presentes en la base.,lfm2.5-thinking:1.2b,thinking_only,1.2,,El modelo devolvio solo razonamiento thinking y no una respuesta final.,True,1,No evaluable: thinking_only. El modelo devolvio solo razonamiento thinking y no una respuesta final.,,,
ambigua_hijo_colegio,ambigua,recomendacion,Que vehiculo me sirve para regalarle a mi hijo para ir al colegio?,"Debe responder dentro del dominio CORADIR Movilidad Electrica. | Debe pedir o inferir con prudencia edad, habilitacion, trayecto y uso. | Debe evitar afirmar que un menor puede manejar sin aclaraciones. | Puede sugerir CHIKI o TITO solo con advertencias de seguridad y contexto.",Rechaza la consulta como fuera de dominio. | Recomienda un modelo sin advertir condiciones legales o de seguridad. | Inventa datos no presentes en la base.,qwen3.5:0.8b,ok,1.88,"¡Qué buena idea! Para regalarle a tu hijo un vehículo eléctrico, te recomiendo considerar uno de los modelos más populares y versátiles de la familia:
TITO: Es un modelo compacto y muy popular, perfecto para niños pequeños que aún no han aprendido a conducir. Tiene una autonomía decente y es muy económico.
TITA: Es un modelo más grande y robusto, ideal para niños que ya tienen un poco más de experiencia en el auto y que prefieren un vehículo más ""adulto"".
TITA CUADRILLA: Es un modelo de gran capacidad, ideal si tu hijo ya tiene un coche y necesita un vehículo más grande para el colegio.
BARRE-TITA: Es un modelo de alta gama, muy elegante y con una autonomía excelente, perfecto para regalarlo a un niño que quiere un auto de última generación.
CHIKI: Es un modelo de alta tecnología y diseño moderno, muy atractivo para niños que buscan algo futurista.

¿Te gustaría que te explique alguna de estas opciones en más detalle o te sugiera cuál te parece más adecuado para tu hijo?",,False,2,Respuesta pobre para consulta ambigua.,,,
ambigua_hijo_colegio,ambigua,recomendacion,Que vehiculo me sirve para regalarle a mi hijo para ir al colegio?,"Debe responder dentro del dominio CORADIR Movilidad Electrica. | Debe pedir o inferir con prudencia edad, habilitacion, trayecto y uso. | Debe evitar afirmar que un menor puede manejar sin aclaraciones. | Puede sugerir CHIKI o TITO solo con advertencias de seguridad y contexto.",Rechaza la consulta como fuera de dominio. | Recomienda un modelo sin advertir condiciones legales o de seguridad. | Inventa datos no presentes en la base.,deepseek-r1:1.5b,ok,1.22,"RIPROGUEYO CON LA INFORMACIÓN RELEVANTE DE LA ENEMIA:
Vehículos eléctricos de CORADIR son idealizados para la movilidad, especialmente en el colegio. Los vehículos como Tito, Tita y Tita Cuadrilla son específicos y bien equipados para la navegación y la rearranque.
Para regalarle a su hijo, se recomienda un vehículo de alta autonomía, como Tito Cuadrilla, que permitirá una navegación fluida y eficiente.
No es necesario que el vehicle se use directamente, pero su equidad con el colegio se garantiza por su configuración adecuada.
Recuerde que los vehículos están diseñados para la rearranque y la navegación, lo que facilitará su uso en el colegio.",,False,4,"Pide o incluye aclaracion, pero falta informacion del dominio.",,,
ambigua_hijo_colegio,ambigua,recomendacion,Que vehiculo me sirve para regalarle a mi hijo para ir al colegio?,"Debe responder dentro del dominio CORADIR Movilidad Electrica. | Debe pedir o inferir con prudencia edad, habilitacion, trayecto y uso. | Debe evitar afirmar que un menor puede manejar sin aclaraciones. | Puede sugerir CHIKI o TITO solo con advertencias de seguridad y contexto.",Rechaza la consulta como fuera de dominio. | Recomienda un modelo sin advertir condiciones legales o de seguridad. | Inventa datos no presentes en la base.,llama3.2:3b,ok,2.34,"¡Qué gesto tan amable! Para un viaje diario al colegio, te recomendaría el TITO o el TITA. Ambos son modelos populares y fáciles de manejar.

El TITO es un vehículo eléctrico compacto y ligero, ideal para la movilidad urbana. Tiene una autonomía de hasta 120 km en una sola carga y es muy económico en términos de combustible (energía).

El TITA, por otro lado, es un poco más grande que el TITO, pero sigue siendo perfecto para la mayoría de las necesidades diarias. También tiene una autonomía de hasta 140 km y es muy fácil de manejar.

Ambos modelos son ideales para niños porque son fáciles de usar y tienen características de seguridad avanzadas. Además, son muy silenciosos y no emiten ruido ni contaminantes.

¿Te gustaría saber más sobre cual de los dos te recomendaría específicamente?",,False,4,"Pide o incluye aclaracion, pero falta informacion del dominio.",,,
ambigua_hijo_colegio,ambigua,recomendacion,Que vehiculo me sirve para regalarle a mi hijo para ir al colegio?,"Debe responder dentro del dominio CORADIR Movilidad Electrica. | Debe pedir o inferir con prudencia edad, habilitacion, trayecto y uso. | Debe evitar afirmar que un menor puede manejar sin aclaraciones. | Puede sugerir CHIKI o TITO solo con advertencias de seguridad y contexto.",Rechaza la consulta como fuera de dominio. | Recomienda un modelo sin advertir condiciones legales o de seguridad. | Inventa datos no presentes en la base.,granite4.1:3b,ok,1.77,"El TITO es un excelente opción para llevar a tu hijo al colegio. Es compacto, ligero y muy práctico para desplazamientos urbanos diarios. Tiene una autonomía de aproximadamente 100 km con una sola carga, lo que le permite cubrir fácilmente las distancias del trayecto escolar sin preocupaciones por la duración de la batería. Además, su diseño atractivo y colorido puede gustarle mucho a tu hijo. Si deseas más detalles sobre especificaciones técnicas o opciones adicionales, puedes visitar la sección ""Vehículos"" en https://movilidad.coradir.com.ar/ para explorar todos los modelos disponibles.",,False,4,"Pide o incluye aclaracion, pero falta informacion del dominio.",,,
ambigua_hijo_colegio,ambigua,recomendacion,Que vehiculo me sirve para regalarle a mi hijo para ir al colegio?,"Debe responder dentro del dominio CORADIR Movilidad Electrica. | Debe pedir o inferir con prudencia edad, habilitacion, trayecto y uso. | Debe evitar afirmar que un menor puede manejar sin aclaraciones. | Puede sugerir CHIKI o TITO solo con advertencias de seguridad y contexto.",Rechaza la consulta como fuera de dominio. | Recomienda un modelo sin advertir condiciones legales o de seguridad. | Inventa datos no presentes en la base.,nemotron-3-nano:4b,ok,2.09,"Para regalarle a tu hijo un vehículo eléctrico ideal para ir al colegio, te recomiendo el modelo TITO. Es pequeño, fácil de manejar y perfecto para desplazamientos urbanos como el de ir al colegio. Tiene una autonomía de 300 km, lo que es más que suficiente para ese trayecto. Además, es económico de operar y ecológico 🌱. Si quieres verlo en acción, puedes ir a la sección de vehículos en nuestro sitio web: https://movilidad.coradir.com.ar/ para más detalles. ¿Te interesa este modelo?",,False,2,Respuesta pobre para consulta ambigua.,,,
ambigua_hijo_colegio,ambigua,recomendacion,Que vehiculo me sirve para regalarle a mi hijo para ir al colegio?,"Debe responder dentro del dominio CORADIR Movilidad Electrica. | Debe pedir o inferir con prudencia edad, habilitacion, trayecto y uso. | Debe evitar afirmar que un menor puede manejar sin aclaraciones. | Puede sugerir CHIKI o TITO solo con advertencias de seguridad y contexto.",Rechaza la consulta como fuera de dominio. | Recomienda un modelo sin advertir condiciones legales o de seguridad. | Inventa datos no presentes en la base.,qwen3.5:4b,ok,3.21,"¡Qué gran idea! Regalarle un vehículo eléctrico a tu hijo es una forma increíble de enseñarle desde pequeño a cuidar el planeta y a usar la tecnología de punta. 🌍🚗

Para ir al colegio, lo ideal es uno de nuestros modelos compactos y muy prácticos como el TITO o el TITA. Son perfectos para el día a día, son fáciles de manejar y tienen autonomía suficiente para sus viajes escolares. Además, al ser eléctricos, no generan ruido ni contaminación, lo cual es genial para el entorno del colegio.

¿Te gustaría que te cuente más sobre las características del TITO o el TITA para ver cuál se ajusta mejor a la edad de tu hijo? ¡Podemos ver sus detalles técnicos y beneficios juntos! 😊",,False,4,"Pide o incluye aclaracion, pero falta informacion del dominio.",,,
ambigua_hijo_colegio,ambigua,recomendacion,Que vehiculo me sirve para regalarle a mi hijo para ir al colegio?,"Debe responder dentro del dominio CORADIR Movilidad Electrica. | Debe pedir o inferir con prudencia edad, habilitacion, trayecto y uso. | Debe evitar afirmar que un menor puede manejar sin aclaraciones. | Puede sugerir CHIKI o TITO solo con advertencias de seguridad y contexto.",Rechaza la consulta como fuera de dominio. | Recomienda un modelo sin advertir condiciones legales o de seguridad. | Inventa datos no presentes en la base.,qwen3.5:latest,ok,7.36,"¡Qué idea tan genial! 🎓🚗 Regalarle un vehículo eléctrico a tu hijo para ir al colegio es una excelente decisión, no solo por la movilidad, sino por el gran aporte que hacen al medio ambiente y por la seguridad que brindan.

Para un uso escolar, los modelos ideales son los más compactos y ágiles, perfectos para las calles de la ciudad:

El CHIKI es nuestra opción más pequeña y ágil, ideal para niños y para maniobrar con facilidad en el entorno escolar.
También tenemos el TITO, que es un poco más grande y ofrece un poco más de espacio, siendo muy seguro y cómodo para el trayecto diario.

Si tu hijo necesita un vehículo un poco más grande o si el colegio está lejos, el TITA ofrece una autonomía mayor y un espacio generoso.

¿Te gustaría saber más detalles sobre el CHIKI o el TITO para ver cuál se adapta mejor a las necesidades de tu hijo? ¡Estoy segura de que le encantará tener su propio vehículo eléctrico! 🌱⚡

Si querés ver las fotos de todos los modelos o consultar especificaciones técnicas, podés visitar la sección de vehículos en nuestro sitio web: https://movilidad.coradir.com.ar/",,False,5,Maneja la ambiguedad con aclaraciones y criterio.,,,
ambigua_hijo_colegio,ambigua,recomendacion,Que vehiculo me sirve para regalarle a mi hijo para ir al colegio?,"Debe responder dentro del dominio CORADIR Movilidad Electrica. | Debe pedir o inferir con prudencia edad, habilitacion, trayecto y uso. | Debe evitar afirmar que un menor puede manejar sin aclaraciones. | Puede sugerir CHIKI o TITO solo con advertencias de seguridad y contexto.",Rechaza la consulta como fuera de dominio. | Recomienda un modelo sin advertir condiciones legales o de seguridad. | Inventa datos no presentes en la base.,gemma4:e4b,ok,2.9,"¡Hola! 👋 ¡Qué lindo detalle lo de querer regalarle algo a tu hijo! Los vehículos eléctricos de CORADIR son geniales para la movilidad urbana, ¡y son súper amigables con el medio ambiente! 🌿

Para saber cuál te viene mejor, te recomiendo que eches un vistazo a la sección ""Vehículos"" en nuestro sitio web de movilidad: https://movilidad.coradir.com.ar/ Ahí tenés el catálogo completo con modelos como TITO, TITA, TITA CUADRILLA, BARRE-TITA y CHIKI, con todas sus especificaciones.

¿Te interesa alguno de esos modelos en particular, o querés que te cuente algo más sobre los beneficios de los eléctricos para ir al colegio? ¡Contame un poco más para ayudarte mejor! 😊",,False,2,Respuesta pobre para consulta ambigua.,,,
ambigua_vehiculo_mas_barato,ambigua,recomendacion,Cual me conviene si quiero gastar lo menos posible?,"Debe pedir o aclarar uso esperado si hace falta. | Debe orientar hacia la opcion de menor precio documentada sin inventar descuentos. | Debe mencionar que la conveniencia depende de pasajeros, carga, autonomia y uso.",Solo vende sin responder. | Inventa promociones. | No distingue precio de conveniencia.,gemma3:270m,empty,1.56,,Respuesta vacia del modelo.,False,1,No evaluable: empty. Respuesta vacia del modelo.,,,
ambigua_vehiculo_mas_barato,ambigua,recomendacion,Cual me conviene si quiero gastar lo menos posible?,"Debe pedir o aclarar uso esperado si hace falta. | Debe orientar hacia la opcion de menor precio documentada sin inventar descuentos. | Debe mencionar que la conveniencia depende de pasajeros, carga, autonomia y uso.",Solo vende sin responder. | Inventa promociones. | No distingue precio de conveniencia.,granite4:350m,ok,0.33,"No tengo información específica sobre cómo gastar menos dinero con los vehículos eléctricos de Coradir. Sin embargo, puedo sugerir que busque opciones de compra asequibles y rentables para minimizar el costo total. ¿Puedes proporcionarme más detalles o contexto?",,False,2,Respuesta ambigua con posible error: rechazo de una pregunta del dominio,,,
ambigua_vehiculo_mas_barato,ambigua,recomendacion,Cual me conviene si quiero gastar lo menos posible?,"Debe pedir o aclarar uso esperado si hace falta. | Debe orientar hacia la opcion de menor precio documentada sin inventar descuentos. | Debe mencionar que la conveniencia depende de pasajeros, carga, autonomia y uso.",Solo vende sin responder. | Inventa promociones. | No distingue precio de conveniencia.,lfm2.5-thinking:1.2b,thinking_only,1.19,,El modelo devolvio solo razonamiento thinking y no una respuesta final.,True,1,No evaluable: thinking_only. El modelo devolvio solo razonamiento thinking y no una respuesta final.,,,
ambigua_vehiculo_mas_barato,ambigua,recomendacion,Cual me conviene si quiero gastar lo menos posible?,"Debe pedir o aclarar uso esperado si hace falta. | Debe orientar hacia la opcion de menor precio documentada sin inventar descuentos. | Debe mencionar que la conveniencia depende de pasajeros, carga, autonomia y uso.",Solo vende sin responder. | Inventa promociones. | No distingue precio de conveniencia.,qwen3.5:0.8b,ok,2.07,"Excelente pregunta. Si tu objetivo principal es gastar lo menos posible, la estrategia más inteligente para CORADIR es enfocarse en los vehículos eléctricos que ofrecen la mejor relación costo-beneficio, ya que suelen tener un precio más bajo que los combustibles fósiles y ofrecen beneficios ambientales que justifican el gasto.

Sin embargo, hay un detalle importante a considerar: NO todos los vehículos eléctricos de Coradir son ""cero emisiones"" en el sentido estricto de cero CO2. Muchos modelos, especialmente los de menor autonomía o modelos de gama media, pueden tener emisiones de NOx o CO2 dependiendo de la eficiencia de la batería y el tipo de combustible utilizado (aunque la mayoría de los modelos de alta gama son 100% eléctricos).

Para ayudarte a encontrar la opción óptima, te sugiero que revises estos puntos clave:
Autonomía y Distancia: Elige el modelo con la mayor autonomía posible (ej. 300 km o más) para que puedas viajar más sin preocuparte por el precio de la gasolina.
Precio: Asegúrate de que el precio total (incluyendo impuestos y IVA) sea el más bajo disponible en el mercado.
Garantía: Verifica que la garantía cubra el vehículo eléctrico (a diferencia",,False,2,Respuesta pobre para consulta ambigua.,,,
ambigua_vehiculo_mas_barato,ambigua,recomendacion,Cual me conviene si quiero gastar lo menos posible?,"Debe pedir o aclarar uso esperado si hace falta. | Debe orientar hacia la opcion de menor precio documentada sin inventar descuentos. | Debe mencionar que la conveniencia depende de pasajeros, carga, autonomia y uso.",Solo vende sin responder. | Inventa promociones. | No distingue precio de conveniencia.,deepseek-r1:1.5b,ok,0.77,"En caso de necesidad de gasolina para el cálculo de gastos, te recomiendo que use un sistema de recogida automática de gasolina para minimizar los costos. Si no es posible, puedes calcular el consumo promedio de gasolina en tu vehículo y luego calcular el costo por litro. Esto te permitirá getar una estimación más precisa del gasto total.

*Notas: Si necesitas más detalles o si hay errores en esta información, te recomiendo que contactes al servicio técnico de la empresa Coradir IA.*",,False,2,Respuesta pobre para consulta ambigua.,,,
ambigua_vehiculo_mas_barato,ambigua,recomendacion,Cual me conviene si quiero gastar lo menos posible?,"Debe pedir o aclarar uso esperado si hace falta. | Debe orientar hacia la opcion de menor precio documentada sin inventar descuentos. | Debe mencionar que la conveniencia depende de pasajeros, carga, autonomia y uso.",Solo vende sin responder. | Inventa promociones. | No distingue precio de conveniencia.,llama3.2:3b,ok,0.79,"Si buscas gastar lo menos posible, te recomendaría el vehículo TITO. Es nuestro modelo más económico y ofrece una excelente relación calidad-precio. Además, es un vehículo muy popular entre nuestros clientes debido a su autonomía de hasta 320 km y su facilidad de manejo.",,False,2,Respuesta pobre para consulta ambigua.,,,
ambigua_vehiculo_mas_barato,ambigua,recomendacion,Cual me conviene si quiero gastar lo menos posible?,"Debe pedir o aclarar uso esperado si hace falta. | Debe orientar hacia la opcion de menor precio documentada sin inventar descuentos. | Debe mencionar que la conveniencia depende de pasajeros, carga, autonomia y uso.",Solo vende sin responder. | Inventa promociones. | No distingue precio de conveniencia.,granite4.1:3b,ok,1.52,"Si tu objetivo es minimizar los gastos, te recomiendo considerar el CHIKI. Este modelo está diseñado para ofrecer una excelente relación calidad-precio, con un costo inicial competitivo y menores necesidades de mantenimiento debido a su eficiencia energética. Además, admite cargas parciales, lo que te permite extender la autonomía del vehículo sin incurrir en costos adicionales de carga completa. Si tienes más preguntas o deseas explorar otros aspectos de los vehículos eléctricos de CORADIR, estoy aquí para ayudarte! 😊",,False,5,Maneja la ambiguedad con aclaraciones y criterio.,,,
ambigua_vehiculo_mas_barato,ambigua,recomendacion,Cual me conviene si quiero gastar lo menos posible?,"Debe pedir o aclarar uso esperado si hace falta. | Debe orientar hacia la opcion de menor precio documentada sin inventar descuentos. | Debe mencionar que la conveniencia depende de pasajeros, carga, autonomia y uso.",Solo vende sin responder. | Inventa promociones. | No distingue precio de conveniencia.,nemotron-3-nano:4b,ok,1.38,"Si quieres gastar lo menos posible, el modelo TITO es la opción más económica, ya que es el más económico de nuestra gama. Además, todos nuestros vehículos admiten cargas parciales, por lo que no necesitas esperar a que la batería se agote. ¿Te interesa más el TITO o algún otro modelo?",,False,4,"Pide o incluye aclaracion, pero falta informacion del dominio.",,,
ambigua_vehiculo_mas_barato,ambigua,recomendacion,Cual me conviene si quiero gastar lo menos posible?,"Debe pedir o aclarar uso esperado si hace falta. | Debe orientar hacia la opcion de menor precio documentada sin inventar descuentos. | Debe mencionar que la conveniencia depende de pasajeros, carga, autonomia y uso.",Solo vende sin responder. | Inventa promociones. | No distingue precio de conveniencia.,qwen3.5:4b,ok,5.03,"¡Hola! Qué buena pregunta, porque con los vehículos eléctricos de CORADIR podés ahorrá mucho en el largo plazo, ¡es como tener un coche que se paga solo con el tiempo! 🚗⚡

Si querés gastar lo menos posible, lo primero es pensar en la carga. ¡Nuestros vehículos se cargan con el enchufe de casa! No necesitás gastar en gasolineras ni en instalaciones complejas. Solo necesitás un tomacorriente de 20A para los modelos de mayor autonomía, pero si tenés uno de 15A también funciona. ¡Además, podés hacer cargas parciales, así que no esperá a que la batería se agote!

Los modelos que te conviene más por su relación costo-beneficio y eficiencia son el TITO y el TITA. Son ideales para uso diario, van por la ciudad y te ahorran en combustible. El TITO CUADRILLA es perfecto si tenés que recorrer más rutas, ya que tiene mayor autonomía y también admite cargas parciales.

Para ver los precios exactos y comparar modelos, te recomiendo visitar la sección ""Vehículos"" en nuestro sitio web: https://movilidad.coradir.com.ar/

¿Te gustaría saber más sobre alguno de estos modelos en particular o tenés alguna",,False,5,Maneja la ambiguedad con aclaraciones y criterio.,,,
ambigua_vehiculo_mas_barato,ambigua,recomendacion,Cual me conviene si quiero gastar lo menos posible?,"Debe pedir o aclarar uso esperado si hace falta. | Debe orientar hacia la opcion de menor precio documentada sin inventar descuentos. | Debe mencionar que la conveniencia depende de pasajeros, carga, autonomia y uso.",Solo vende sin responder. | Inventa promociones. | No distingue precio de conveniencia.,qwen3.5:latest,ok,6.29,"¡Hola! Entendé perfectamente, buscás la mejor opción para cuidar tu bolsillo y eso es algo que valoramos mucho. 🤝

Si tu prioridad es gastar lo menos posible, te recomiendo mirar nuestros modelos más compactos y ágiles, como el CHIKI o el TITO. Estos vehículos están diseñados para ser muy eficientes y suelen tener un precio de entrada más accesible, ideal para quienes buscan movilidad urbana sin complicaciones. 🚗💨

Además, tené en cuenta que todos nuestros vehículos admiten cargas parciales, lo que significa que podés cargarlos con un enchufe doméstico de 220V sin necesidad de instalaciones costosas, ahorrando en la puesta a obra desde el inicio. ⚡🔌

¿Te gustaría que te cuente un poco más sobre las características del CHIKI o del TITO para ver cuál se adapta mejor a tu presupuesto? O si preferís, podés visitar nuestra sección de vehículos en https://movilidad.coradir.com.ar/ para ver los detalles de cada modelo.",,False,4,"Pide o incluye aclaracion, pero falta informacion del dominio.",,,
ambigua_vehiculo_mas_barato,ambigua,recomendacion,Cual me conviene si quiero gastar lo menos posible?,"Debe pedir o aclarar uso esperado si hace falta. | Debe orientar hacia la opcion de menor precio documentada sin inventar descuentos. | Debe mencionar que la conveniencia depende de pasajeros, carga, autonomia y uso.",Solo vende sin responder. | Inventa promociones. | No distingue precio de conveniencia.,gemma4:e4b,ok,2.81,"¡Hola! 👋 Soy Cora, y estoy acá para ayudarte con todo lo de CORADIR Movilidad Eléctrica. ¡Los vehículos eléctricos son un golazo para cuidar la billetera y el planeta! 🌎💚

Para poder decirte cuál te conviene más y que gastes lo menos posible, necesito saber un poco más de vos. ¿Para qué lo vas a usar principalmente? ¿Es para hacer recorridos cortos por el barrio, o necesitás algo con más autonomía?

Te cuento que tenemos modelos como el TITO, TITA, TITA CUADRILLA, BARRE-TITA y CHIKI, y cada uno está pensado para diferentes necesidades. Si me das más detalles, te tiro la data de cuál se ajusta mejor a tu bolsillo y a tu día a día. 😉",,False,4,"Pide o incluye aclaracion, pero falta informacion del dominio.",,,
